Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
815,Lauri Binayak,Trishuli Riverside Resort,Trishuli / Nuwakot (near Lauri Binayak),Premium riverside resort with modern amenities,3.7,Medium (~$35–60),3
816,Gaunkharka,Gaunkharka Guesthouse,Gaunkharka (village),Budget-friendly; simple rooms,4.2,High (~$90+),3
816,Gaunkharka,Gaunkharka Hill Homestay,Nearby settlement,Family-run; quiet homestay,4,Low (~$10–20),3
816,Gaunkharka,The Famous Farm,Nuwakot / near Gaunkharka,Luxury countryside retreat with scenic views & organic meals,4.1,Medium (~$35–60),3
817,Sursing Waterfall,Sursing Guesthouse,Sursing area / nearby village,Budget-friendly; simple rooms,4.3,High (~$90+),3
817,Sursing Waterfall,Sursing Hill Homestay,Nearby settlement,Family-run; cozy stay,4.1,Low (~$10–20),3
817,Sursing Waterfall,Trishuli Riverside Resort,Trishuli / Nuwakot (near Sursing),Premium riverside resort with modern amenities,4.2,Medium (~$35–60),3
818,MaginGoth,MaginGoth Guesthouse,MaginGoth (village),Budget-friendly; simple rooms,4.3,High (~$90+),3
818,MaginGoth,MaginGoth Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.3,Low (~$10–20),3
818,MaginGoth,The Famous Farm,Nuwakot / near MaginGoth,Luxury countryside retreat with scenic views & organic meals,4.1,Medium (~$35–60),3
819,Thakani,Thakani Guest Lodge,Thakani (village area),Budget-friendly; simple rooms,4.1,High (~$90+),3
819,Thakani,Thakani Eco Homestay,Nearby settlement,Family-run; authentic meals,4,Low (~$10–20),3
819,Thakani,Trishuli Riverside Resort,Trishuli / Nuwakot (near Thakani),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
820,Talramarang,Talramarang Guesthouse,Talramarang (village),Budget-friendly; simple rooms,4,High (~$90+),3
820,Talramarang,Talramarang Hill Homestay,Nearby settlement,Family-run; quiet homestay,4.2,Low (~$10–20),3
820,Talramarang,The Famous Farm,Nuwakot / near Talramarang,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
821,Dubachaur,Dubachaur Guesthouse,Dubachaur (village area),Budget-friendly; simple rooms,3.9,High (~$90+),3
821,Dubachaur,Dubachaur Hill Homestay,Nearby settlement,Family-run; cozy stay,3.8,Low (~$10–20),3
821,Dubachaur,Trishuli Riverside Resort,Trishuli / Nuwakot (near Dubachaur),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
822,Tipeni,Tipeni Guesthouse,Tipeni (village),Budget-friendly; simple rooms,4.1,High (~$90+),3
822,Tipeni,Tipeni Hill Homestay,Nearby settlement,Family-run; cozy homestay,3.9,Low (~$10–20),3
822,Tipeni,The Famous Farm,Nuwakot / near Tipeni,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
823,Sikharpur,Sikharpur Guest Lodge,Sikharpur (village area),Budget-friendly; simple rooms,4,High (~$90+),3
823,Sikharpur,Sikharpur Eco Homestay,Nearby settlement,Family-run; authentic meals,3.9,Low (~$10–20),3
823,Sikharpur,Trishuli Riverside Resort,Trishuli / Nuwakot (near Sikharpur),Premium riverside resort with modern amenities,4.1,Medium (~$35–60),3
824,Dolalghat,Dolalghat Guesthouse,Dolalghat (town area),Budget-friendly; simple rooms,4,High (~$90+),3
824,Dolalghat,Dolalghat Hill Homestay,Nearby settlement,Family-run; quiet homestay,3.8,Low (~$10–20),3
824,Dolalghat,The Famous Farm,Nuwakot / near Dolalghat,Luxury countryside retreat with scenic views & organic meals,4.1,Medium (~$35–60),3
825,Phalate Bhumlu,Phalate Guesthouse,Phalate Bhumlu (village),Budget-friendly; simple rooms,4,High (~$90+),3
825,Phalate Bhumlu,Phalate Hill Homestay,Nearby settlement,Family-run; cozy stay,4.1,Low (~$10–20),3
825,Phalate Bhumlu,Trishuli Riverside Resort,Trishuli / Nuwakot (near Phalate Bhumlu),Premium riverside resort with modern amenities,4.2,Medium (~$35–60),3
826,Chaubas,Chaubas Guesthouse,Chaubas (village),Budget-friendly; simple rooms,4.2,High (~$90+),3
826,Chaubas,Chaubas Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.1,Low (~$10–20),3
826,Chaubas,The Famous Farm,Nuwakot / near Chaubas,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
827,Sanowangthali,Sanowangthali Guest Lodge,Sanowangthali (village area),Budget-friendly; simple rooms,4.2,High (~$90+),3
827,Sanowangthali,Sanowangthali Eco Homestay,Nearby settlement,Family-run; authentic meals,4.1,Low (~$10–20),3
827,Sanowangthali,Trishuli Riverside Resort,Trishuli / Nuwakot (near Sanowangthali),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
828,Bangthali,Bangthali Guesthouse,Bangthali (village),Budget-friendly; simple rooms,4.1,High (~$90+),3
828,Bangthali,Bangthali Hill Homestay,Nearby settlement,Family-run; quiet homestay,4,Low (~$10–20),3
828,Bangthali,The Famous Farm,Nuwakot / near Bangthali,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
829,Dhumthang,Dhumthang Guesthouse,Dhumthang (village area),Budget-friendly; simple rooms,4.2,High (~$90+),3
829,Dhumthang,Dhumthang Hill Homestay,Nearby settlement,Family-run; cozy stay,4,Low (~$10–20),3
829,Dhumthang,Trishuli Riverside Resort,Trishuli / Nuwakot (near Dhumthang),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
830,Nitya Chandeshwor,Nitya Guesthouse,Nitya Chandeshwor (village),Budget-friendly; simple rooms,4.1,High (~$90+),3
830,Nitya Chandeshwor,Nitya Hill Homestay,Nearby settlement,Family-run; cozy homestay,4,Low (~$10–20),3
830,Nitya Chandeshwor,The Famous Farm,Nuwakot / near Nitya Chandeshwor,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
831,Mahendrajyoti,Mahendrajyoti Guest Lodge,Mahendrajyoti (village area),Budget-friendly; simple rooms,3.9,High (~$90+),3
831,Mahendrajyoti,Mahendrajyoti Eco Homestay,Nearby settlement,Family-run; authentic meals,4,Low (~$10–20),3
831,Mahendrajyoti,Trishuli Riverside Resort,Trishuli / Nuwakot (near Mahendrajyoti),Premium riverside resort with modern amenities,3.8,Medium (~$35–60),3
832,Gairi Gaun,Gairi Guesthouse,Gairi Gaun (village),Budget-friendly; simple rooms,4.2,High (~$90+),3
832,Gairi Gaun,Gairi Hill Homestay,Nearby settlement,Family-run; quiet homestay,4,Low (~$10–20),3
832,Gairi Gaun,The Famous Farm,Nuwakot / near Gairi Gaun,Luxury countryside retreat with scenic views & organic meals,4.1,Medium (~$35–60),3
833,Kursi Dada,Kursi Guesthouse,Kursi Dada (village area),Budget-friendly; simple rooms,4,High (~$90+),3
833,Kursi Dada,Kursi Hill Homestay,Nearby settlement,Family-run; cozy stay,3.8,Low (~$10–20),3
833,Kursi Dada,Trishuli Riverside Resort,Trishuli / Nuwakot (near Kursi Dada),Premium riverside resort with modern amenities,4.1,Medium (~$35–60),3
834,Batase Dada,Batase Guesthouse,Batase Dada (village),Budget-friendly; simple rooms,3.9,High (~$90+),3
834,Batase Dada,Batase Hill Homestay,Nearby settlement,Family-run; cozy homestay,4,Low (~$10–20),3
834,Batase Dada,The Famous Farm,Nuwakot / near Batase Dada,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
835,Rolling Batase Hills,Rolling Hills Guest Lodge,Rolling Batase (hill area),Budget-friendly; simple rooms,3.8,High (~$90+),3
835,Rolling Batase Hills,Rolling Hills Eco Homestay,Nearby settlement,Family-run; authentic meals,4.1,Low (~$10–20),3
835,Rolling Batase Hills,Trishuli Riverside Resort,Trishuli / Nuwakot (near Rolling Batase),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
836,Judlee,Judlee Guesthouse,Judlee (village),Budget-friendly; simple rooms,3.8,High (~$90+),3
836,Judlee,Judlee Hill Homestay,Nearby settlement,Family-run; quiet homestay,4,Low (~$10–20),3
836,Judlee,The Famous Farm,Nuwakot / near Judlee,Luxury countryside retreat with scenic views & organic meals,4.1,Medium (~$35–60),3
837,Satdobato,Satdobato Guesthouse,Satdobato (village area),Budget-friendly; simple rooms,3.9,High (~$90+),3
837,Satdobato,Satdobato Hill Homestay,Nearby settlement,Family-run; cozy stay,3.8,Low (~$10–20),3
837,Satdobato,Trishuli Riverside Resort,Trishuli / Nuwakot (near Satdobato),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
838,Fulchoki Mandir (Basnet Gau),Fulchoki Guesthouse,Basnet Gau (village),Budget-friendly; simple rooms,4.3,High (~$90+),3
838,Fulchoki Mandir (Basnet Gau),Fulchoki Hill Homestay,Nearby settlement,Family-run; cozy homestay,3.8,Low (~$10–20),3
838,Fulchoki Mandir (Basnet Gau),The Famous Farm,Nuwakot / near Fulchoki,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
839,Sansari Devi Temple,Sansari Guest Lodge,Sansari (village area),Budget-friendly; simple rooms,3.9,High (~$90+),3
839,Sansari Devi Temple,Sansari Eco Homestay,Nearby settlement,Family-run; authentic meals,4,Low (~$10–20),3
839,Sansari Devi Temple,Trishuli Riverside Resort,Trishuli / Nuwakot (near Sansari),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
840,Dhaneshwor,Dhaneshwor Guesthouse,Dhaneshwor (village),Budget-friendly; simple rooms,3.8,High (~$90+),3
840,Dhaneshwor,Dhaneshwor Hill Homestay,Nearby settlement,Family-run; quiet homestay,4.1,Low (~$10–20),3
840,Dhaneshwor,The Famous Farm,Nuwakot / near Dhaneshwor,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
841,Nagai Dhunga,Nagai Guesthouse,Nagai Dhunga (village area),Budget-friendly; simple rooms,3.8,High (~$90+),3
841,Nagai Dhunga,Nagai Hill Homestay,Nearby settlement,Family-run; cozy stay,4,Low (~$10–20),3
841,Nagai Dhunga,Trishuli Riverside Resort,Trishuli / Nuwakot (near Nagai Dhunga),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
842,Dhaneshwor Mahadev Temple,Dhaneshwor Guesthouse,Dhaneshwor (village),Budget-friendly; simple rooms,4,High (~$90+),3
842,Dhaneshwor Mahadev Temple,Dhaneshwor Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.1,Low (~$10–20),3
842,Dhaneshwor Mahadev Temple,The Famous Farm,Nuwakot / near Dhaneshwor,Luxury countryside retreat with scenic views & organic meals,3.9,Medium (~$35–60),3
843,Bogati Gaun,Bogati Guest Lodge,Bogati Gaun (village area),Budget-friendly; simple rooms,4,High (~$90+),3
843,Bogati Gaun,Bogati Eco Homestay,Nearby settlement,Family-run; authentic meals,4.1,Low (~$10–20),3
843,Bogati Gaun,Trishuli Riverside Resort,Trishuli / Nuwakot (near Bogati Gaun),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
844,Shreekhandpur,Shreekhandpur Guesthouse,Shreekhandpur (village),Budget-friendly; simple rooms,4.3,High (~$90+),3
844,Shreekhandpur,Shreekhandpur Hill Homestay,Nearby settlement,Family-run; quiet homestay,4.2,Low (~$10–20),3
844,Shreekhandpur,The Famous Farm,Nuwakot / near Shreekhandpur,Luxury countryside retreat with scenic views & organic meals,4.1,Medium (~$35–60),3
845,Devisthan (Laa Than Pata),Devisthan Guesthouse,Devisthan (village area),Budget-friendly; simple rooms,3.9,High (~$90+),3
845,Devisthan (Laa Than Pata),Devisthan Hill Homestay,Nearby settlement,Family-run; cozy stay,4,Low (~$10–20),3
845,Devisthan (Laa Than Pata),Trishuli Riverside Resort,Trishuli / Nuwakot (near Devisthan),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
846,Shrikhandapur Bindhabasini Temple,Shrikhandapur Guesthouse,Shrikhandapur (village),Budget-friendly; simple rooms,4,High (~$90+),3
846,Shrikhandapur Bindhabasini Temple,Shrikhandapur Hill Homestay,Nearby settlement,Family-run; cozy homestay,3.9,Low (~$10–20),3
846,Shrikhandapur Bindhabasini Temple,The Famous Farm,Nuwakot / near Shrikhandapur,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
847,Salle Panuati,Salle Guest Lodge,Salle Panuati (village area),Budget-friendly; simple rooms,4,High (~$90+),3
847,Salle Panuati,Salle Eco Homestay,Nearby settlement,Family-run; authentic meals,4.1,Low (~$10–20),3
847,Salle Panuati,Trishuli Riverside Resort,Trishuli / Nuwakot (near Salle Panuati),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
848,Talu Dadha,Talu Dadha Guesthouse,Talu Dadha (village),Budget-friendly; simple rooms,3.9,High (~$90+),3
848,Talu Dadha,Talu Dadha Hill Homestay,Nearby settlement,Family-run; quiet homestay,4.1,Low (~$10–20),3
848,Talu Dadha,The Famous Farm,Nuwakot / near Talu Dadha,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
849,Chature Village,Chature Guesthouse,Chature Village (village area),Budget-friendly; simple rooms,4.1,High (~$90+),3
849,Chature Village,Chature Hill Homestay,Nearby settlement,Family-run; cozy stay,4,Low (~$10–20),3
849,Chature Village,Trishuli Riverside Resort,Trishuli / Nuwakot (near Chature Village),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
850,Lukeko Dada,Lukeko Guesthouse,Lukeko Dada (village),Budget-friendly; simple rooms,4,High (~$90+),3
850,Lukeko Dada,Lukeko Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.2,Low (~$10–20),3
850,Lukeko Dada,The Famous Farm,Nuwakot / near Lukeko Dada,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
851,Ashapuri Mahadev,Ashapuri Guest Lodge,Ashapuri Mahadev (village area),Budget-friendly; simple rooms,3.8,High (~$90+),3
851,Ashapuri Mahadev,Ashapuri Eco Homestay,Nearby settlement,Family-run; authentic meals,4,Low (~$10–20),3
851,Ashapuri Mahadev,Trishuli Riverside Resort,Trishuli / Nuwakot (near Ashapuri),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
852,Dhad Gaun,Dhad Guesthouse,Dhad Gaun (village),Budget-friendly; simple rooms,3.9,High (~$90+),3
852,Dhad Gaun,Dhad Hill Homestay,Nearby settlement,Family-run; quiet homestay,4.1,Low (~$10–20),3
852,Dhad Gaun,The Famous Farm,Nuwakot / near Dhad Gaun,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
853,Seti Devi,Seti Guesthouse,Seti Devi (village area),Budget-friendly; simple rooms,3.9,High (~$90+),3
853,Seti Devi,Seti Hill Homestay,Nearby settlement,Family-run; cozy stay,4.1,Low (~$10–20),3
853,Seti Devi,Trishuli Riverside Resort,Trishuli / Nuwakot (near Seti Devi),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
854,Kotthumka,Kotthumka Guesthouse,Kotthumka (village),Budget-friendly; simple rooms,3.9,High (~$90+),3
854,Kotthumka,Kotthumka Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.1,Low (~$10–20),3
854,Kotthumka,The Famous Farm,Nuwakot / near Kotthumka,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
855,Raut Gaun,Raut Guest Lodge,Raut Gaun (village area),Budget-friendly; simple rooms,4,High (~$90+),3
855,Raut Gaun,Raut Eco Homestay,Nearby settlement,Family-run; authentic meals,4.1,Low (~$10–20),3
855,Raut Gaun,Trishuli Riverside Resort,Trishuli / Nuwakot (near Raut Gaun),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
856,Chittapol,Chittapol Guesthouse,Chittapol (village),Budget-friendly; simple rooms,4,High (~$90+),3
856,Chittapol,Chittapol Hill Homestay,Nearby settlement,Family-run; quiet homestay,4.1,Low (~$10–20),3
856,Chittapol,The Famous Farm,Nuwakot / near Chittapol,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
857,Soche,Soche Guesthouse,Soche (village area),Budget-friendly; simple rooms,4.2,High (~$90+),3
857,Soche,Soche Hill Homestay,Nearby settlement,Family-run; cozy stay,4,Low (~$10–20),3
857,Soche,Trishuli Riverside Resort,Trishuli / Nuwakot (near Soche),Premium riverside resort with modern amenities,3.8,Medium (~$35–60),3
858,Kakhbari,Kakhbari Guesthouse,Kakhbari (village),Budget-friendly; simple rooms,3.9,High (~$90+),3
858,Kakhbari,Kakhbari Hill Homestay,Nearby settlement,Family-run; cozy homestay,4,Low (~$10–20),3
858,Kakhbari,The Famous Farm,Nuwakot / near Kakhbari,Luxury countryside retreat with scenic views & organic meals,3.7,Medium (~$35–60),3
859,Bairikhel,Bairikhel Guest Lodge,Bairikhel (village area),Budget-friendly; simple rooms,4,High (~$90+),3
859,Bairikhel,Bairikhel Eco Homestay,Nearby settlement,Family-run; authentic meals,4.2,Low (~$10–20),3
859,Bairikhel,Trishuli Riverside Resort,Trishuli / Nuwakot (near Bairikhel),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
860,Ghyampe Danda Mountain Bike Trails,Ghyampe Guesthouse,Ghyampe Danda (trail area),Budget-friendly; simple rooms,4,High (~$90+),3
860,Ghyampe Danda Mountain Bike Trails,Ghyampe Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.1,Low (~$10–20),3
860,Ghyampe Danda Mountain Bike Trails,The Famous Farm,Nuwakot / near Ghyampe Danda,Luxury countryside retreat with scenic views & organic meals,3.8,Medium (~$35–60),3
861,Pilot Baba Ashram,Pilot Baba Guesthouse,Pilot Baba Ashram (village area),Budget-friendly; simple rooms,4,High (~$90+),3
861,Pilot Baba Ashram,Pilot Baba Hill Homestay,Nearby settlement,Family-run; cozy stay,3.7,Low (~$10–20),3
861,Pilot Baba Ashram,Trishuli Riverside Resort,Trishuli / Nuwakot (near Pilot Baba Ashram),Premium riverside resort with modern amenities,4.1,Medium (~$35–60),3
862,Field of Green,Field Guesthouse,Field of Green (village),Budget-friendly; simple rooms,4,High (~$90+),3
862,Field of Green,Green Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.2,Low (~$10–20),3
862,Field of Green,The Famous Farm,Nuwakot / near Field of Green,Luxury countryside retreat with scenic views & organic meals,3.9,Medium (~$35–60),3
863,Tarakeshwor Mahadev Temple,Tarakeshwor Guest Lodge,Tarakeshwor (village area),Budget-friendly; simple rooms,3.7,High (~$90+),3
863,Tarakeshwor Mahadev Temple,Tarakeshwor Hill Homestay,Nearby settlement,Family-run; authentic meals,4,Low (~$10–20),3
863,Tarakeshwor Mahadev Temple,Trishuli Riverside Resort,Trishuli / Nuwakot (near Tarakeshwor),Premium riverside resort with modern amenities,4.1,Medium (~$35–60),3
864,Samakhusi,Samakhusi Guesthouse,Samakhusi (village),Budget-friendly; simple rooms,4.2,High (~$90+),3
864,Samakhusi,Samakhusi Hill Homestay,Nearby settlement,Family-run; cozy homestay,3.9,Low (~$10–20),3
864,Samakhusi,The Famous Farm,Nuwakot / near Samakhusi,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
865,Boharatar,Boharatar Guesthouse,Boharatar (village area),Budget-friendly; simple rooms,4.1,High (~$90+),3
865,Boharatar,Boharatar Hill Homestay,Nearby settlement,Family-run; cozy stay,3.8,Low (~$10–20),3
865,Boharatar,Trishuli Riverside Resort,Trishuli / Nuwakot (near Boharatar),Premium riverside resort with modern amenities,4,Medium (~$35–60),3
866,Jamacho Gumba,Jamacho Guesthouse,Jamacho Gumba (village),Budget-friendly; simple rooms,4,High (~$90+),3
866,Jamacho Gumba,Jamacho Hill Homestay,Nearby settlement,Family-run; cozy homestay,4.1,Low (~$10–20),3
